issue_d,sub_grade,term,home_ownership,fico_range_low,total_acc,pub_rec,revol_util,annual_inc,int_rate,dti,purpose,mort_acc,loan_amnt,application_type,installment,verification_status,pub_rec_bankruptcies,addr_state,initial_list_status,fico_range_high,revol_bal,id,open_acc,emp_length,loan_status,time_to_earliest_cr_line
2014-01-01,C3, 36 months,MORTGAGE,665.0,32.0,1.0,74.0,50000.0,14.98,21.17,debt_consolidation,4.0,4800.0,Individual,166.35,Not Verified,1.0,MI,f,669.0,13885.0,10714654,7.0,11.0,1,741744.0
2014-01-01,B5, 36 months,RENT,660.0,11.0,0.0,93.6,77000.0,13.53,15.04,credit_card,0.0,13000.0,Individual,441.35,Not Verified,0.0,TX,f,664.0,3181.0,10874682,4.0,11.0,1,586569.6
2014-01-01,D1, 36 months,MORTGAGE,670.0,38.0,0.0,89.9,67860.0,16.99,21.8,home_improvement,10.0,6000.0,Individual,213.89,Verified,0.0,GA,f,674.0,5841.0,10924725,12.0,11.0,1,867974.4
2014-01-01,C5, 60 months,MORTGAGE,705.0,42.0,0.0,53.8,96000.0,16.24,21.83,debt_consolidation,6.0,35000.0,Individual,855.61,Source Verified,0.0,PA,f,709.0,34646.0,10904656,16.0,8.0,1,423446.4
2014-01-01,B2, 36 months,MORTGAGE,710.0,46.0,0.0,45.0,52000.0,10.99,21.95,debt_consolidation,1.0,15000.0,Individual,491.01,Source Verified,0.0,AL,f,714.0,10405.0,10894666,12.0,8.0,1,770601.6
2014-01-01,B1, 36 months,RENT,685.0,14.0,0.0,33.9,35000.0,9.67,16.19,debt_consolidation,0.0,10200.0,Individual,327.55,Not Verified,0.0,CT,w,689.0,8541.0,10934704,10.0,6.0,1,213148.8
2014-01-01,C2, 36 months,MORTGAGE,670.0,29.0,0.0,74.8,80000.0,14.47,18.78,credit_card,7.0,17000.0,Individual,584.91,Source Verified,0.0,VA,f,674.0,12642.0,10854618,10.0,0.0,1,428716.8
2014-01-01,A4, 36 months,RENT,785.0,41.0,0.0,13.5,36000.0,7.9,30.32,debt_consolidation,0.0,5600.0,Individual,175.23,Verified,0.0,NY,f,789.0,8607.0,10924718,19.0,11.0,1,870566.4
2014-01-01,B5, 36 months,MORTGAGE,670.0,12.0,0.0,48.6,56000.0,13.53,13.89,debt_consolidation,0.0,10000.0,Individual,339.5,Not Verified,0.0,NJ,w,674.0,10250.0,10864729,9.0,11.0,1,394588.8
2014-01-01,D3, 36 months,RENT,670.0,6.0,0.0,77.7,41600.0,18.25,21.47,debt_consolidation,0.0,5800.0,Individual,210.42,Not Verified,0.0,KS,w,674.0,3651.0,10884736,6.0,3.0,1,557625.6
2014-01-01,B4, 60 months,MORTGAGE,700.0,32.0,0.0,47.7,51500.0,12.85,20.3,debt_consolidation,2.0,20000.0,Individual,453.53,Verified,0.0,TX,f,704.0,24851.0,10884726,14.0,11.0,0,1007164.8
2014-01-01,B4, 36 months,MORTGAGE,725.0,30.0,0.0,35.6,85000.0,12.85,23.59,debt_consolidation,1.0,15000.0,Individual,504.33,Not Verified,0.0,NC,f,729.0,24944.0,10864640,21.0,7.0,1,652320.0
2014-01-01,B4, 36 months,RENT,685.0,21.0,0.0,68.1,58000.0,12.85,11.79,debt_consolidation,0.0,7500.0,Individual,252.17,Source Verified,0.0,CA,w,689.0,17769.0,10934724,7.0,9.0,1,602294.4
2014-01-01,D4, 36 months,MORTGAGE,695.0,14.0,0.0,74.7,75000.0,19.22,26.08,other,0.0,7000.0,Individual,257.38,Source Verified,0.0,AL,f,699.0,16069.0,10884700,10.0,11.0,1,533779.2
2014-01-01,A4, 36 months,MORTGAGE,660.0,55.0,0.0,25.9,70000.0,7.9,16.86,credit_card,5.0,10000.0,Individual,312.91,Source Verified,0.0,MI,f,664.0,12966.0,10864679,24.0,11.0,1,515462.4
2014-01-01,B3, 36 months,MORTGAGE,700.0,15.0,0.0,46.2,26000.0,11.99,15.14,debt_consolidation,1.0,8000.0,Individual,265.68,Source Verified,0.0,NY,w,704.0,10858.0,10864625,10.0,11.0,1,257731.2
2014-01-01,E1, 60 months,MORTGAGE,705.0,23.0,0.0,61.9,90000.0,20.5,15.41,debt_consolidation,2.0,19575.0,Individual,524.08,Source Verified,0.0,GA,w,709.0,6995.0,10864658,7.0,5.0,1,326160.0
2014-01-01,B5, 36 months,MORTGAGE,680.0,31.0,0.0,63.6,70000.0,13.53,14.13,credit_card,6.0,25000.0,Individual,848.75,Source Verified,0.0,OH,w,684.0,26063.0,10716993,19.0,11.0,1,586569.6
2014-01-01,B5, 36 months,MORTGAGE,675.0,19.0,0.0,86.9,100000.0,13.53,3.76,credit_card,3.0,10500.0,Individual,356.48,Not Verified,0.0,CA,w,679.0,19553.0,10076364,5.0,11.0,1,465609.6
2014-01-01,B3, 36 months,RENT,680.0,10.0,0.0,18.3,40000.0,11.99,5.65,credit_card,0.0,12300.0,Individual,408.48,Not Verified,0.0,NY,w,684.0,3044.0,10607220,9.0,8.0,1,152668.8
2014-01-01,C1, 36 months,MORTGAGE,695.0,32.0,1.0,61.6,89000.0,13.98,15.45,credit_card,2.0,22800.0,Individual,779.03,Source Verified,0.0,NY,f,699.0,16757.0,10715235,18.0,11.0,1,652320.0
2014-01-01,C3, 36 months,MORTGAGE,665.0,35.0,0.0,37.3,47000.0,14.98,22.78,debt_consolidation,1.0,7300.0,Individual,252.99,Verified,0.0,NC,w,669.0,5265.0,10163184,12.0,4.0,1,352425.6
2014-01-01,F2, 60 months,RENT,660.0,35.0,0.0,69.2,60000.0,24.08,27.62,debt_consolidation,0.0,22750.0,Individual,655.53,Source Verified,0.0,CA,f,664.0,12525.0,10824892,18.0,11.0,0,357696.0
2014-01-01,D3, 36 months,RENT,685.0,4.0,0.0,51.1,32000.0,18.25,3.38,car,0.0,6075.0,Individual,220.39,Not Verified,0.0,CA,f,689.0,1430.0,10149069,4.0,5.0,1,107913.6
2014-01-01,D4, 36 months,RENT,660.0,25.0,0.0,16.8,55000.0,19.22,22.95,small_business,0.0,1000.0,Individual,36.77,Source Verified,0.0,WI,f,664.0,3941.0,10894772,7.0,3.0,1,394588.8
2014-01-01,B5, 36 months,RENT,660.0,14.0,0.0,65.3,45000.0,13.53,14.11,credit_card,0.0,6500.0,Individual,220.68,Not Verified,0.0,TX,w,664.0,7767.0,10825090,9.0,0.0,1,328838.4
2014-01-01,B1, 36 months,MORTGAGE,720.0,28.0,1.0,27.2,58960.0,9.67,19.82,debt_consolidation,1.0,9600.0,Individual,308.28,Source Verified,1.0,OH,f,724.0,5010.0,10140134,21.0,11.0,1,775872.0
2014-01-01,A3, 36 months,MORTGAGE,745.0,23.0,0.0,39.5,71400.0,7.62,8.02,credit_card,4.0,28000.0,Individual,872.52,Verified,0.0,TX,w,749.0,25874.0,10776204,11.0,11.0,1,583977.6
2014-01-01,B2, 36 months,RENT,685.0,25.0,1.0,92.5,38540.52,10.99,20.46,credit_card,0.0,12000.0,Individual,392.81,Source Verified,1.0,IN,f,689.0,12484.0,10766758,7.0,11.0,1,773280.0
2014-01-01,C3, 36 months,RENT,675.0,14.0,0.0,88.4,40000.0,14.98,17.07,credit_card,0.0,15850.0,Individual,549.3,Not Verified,0.0,WI,f,679.0,10074.0,10745139,10.0,9.0,1,257731.2
2014-01-01,C3, 36 months,RENT,665.0,24.0,0.0,64.3,68000.0,14.98,20.32,debt_consolidation,0.0,15000.0,Individual,519.84,Verified,0.0,FL,w,669.0,20262.0,10697312,16.0,11.0,1,899510.4
2014-01-01,B1, 36 months,MORTGAGE,690.0,21.0,1.0,91.7,62000.0,9.67,27.31,debt_consolidation,2.0,25000.0,Individual,802.82,Source Verified,1.0,LA,f,694.0,12836.0,10974883,14.0,0.0,1,544406.4
2014-01-01,B2, 36 months,MORTGAGE,675.0,31.0,0.0,53.2,52500.0,10.99,25.81,debt_consolidation,4.0,10000.0,Individual,327.34,Verified,0.0,TX,w,679.0,10219.0,11284727,12.0,2.0,1,476064.0
2014-01-01,C3, 60 months,MORTGAGE,675.0,32.0,0.0,75.8,96000.0,14.98,23.06,debt_consolidation,5.0,16000.0,Individual,380.48,Verified,0.0,CA,f,679.0,8639.0,11314760,13.0,3.0,1,560217.6
2014-01-01,D1, 36 months,RENT,660.0,24.0,0.0,67.9,60000.0,16.99,20.7,debt_consolidation,0.0,10000.0,Individual,356.48,Source Verified,0.0,SC,f,664.0,7332.0,11254825,13.0,11.0,1,373593.6
2014-01-01,D1, 60 months,OWN,715.0,30.0,0.0,47.0,150000.0,16.99,15.63,debt_consolidation,6.0,24450.0,Individual,607.52,Verified,0.0,MA,f,719.0,382965.0,11274703,8.0,11.0,1,794188.8
2014-01-01,C4, 60 months,RENT,685.0,42.0,1.0,56.0,46000.0,15.61,16.2,credit_card,3.0,13225.0,Individual,318.88,Verified,1.0,CA,f,689.0,6754.0,11324700,10.0,3.0,1,507600.0
2014-01-01,A1, 36 months,MORTGAGE,750.0,40.0,0.0,27.1,111000.0,6.03,22.33,credit_card,5.0,12000.0,Individual,365.23,Verified,0.0,OR,w,754.0,41071.0,11274762,18.0,11.0,1,631152.0
2014-01-01,C2, 60 months,MORTGAGE,675.0,39.0,0.0,60.8,85000.0,14.47,13.14,debt_consolidation,5.0,19000.0,Individual,446.75,Source Verified,0.0,CT,w,679.0,19083.0,11264690,19.0,11.0,1,707529.6
2014-01-01,C2, 36 months,MORTGAGE,695.0,45.0,0.0,60.3,130000.0,14.47,17.59,home_improvement,4.0,5000.0,Individual,172.04,Source Verified,0.0,PA,f,699.0,9590.0,11314741,15.0,11.0,1,405129.6
2014-01-01,A5, 36 months,MORTGAGE,665.0,22.0,0.0,30.0,53000.0,8.9,22.48,debt_consolidation,1.0,5500.0,Individual,174.65,Not Verified,0.0,NC,f,669.0,3453.0,11284693,14.0,0.0,1,531360.0
2014-01-01,A5, 36 months,MORTGAGE,710.0,40.0,0.0,41.3,60000.0,8.9,15.24,debt_consolidation,7.0,20000.0,Individual,635.07,Source Verified,0.0,IL,w,714.0,30260.0,11334750,15.0,11.0,1,1286064.0
2014-01-01,B1, 36 months,MORTGAGE,680.0,27.0,0.0,80.6,50000.0,9.67,21.08,credit_card,1.0,8000.0,Individual,256.9,Not Verified,0.0,FL,w,684.0,9916.0,11284713,10.0,11.0,1,360374.4
2014-01-01,A4, 36 months,MORTGAGE,715.0,35.0,0.0,55.4,120000.0,7.9,16.63,debt_consolidation,4.0,20000.0,Individual,625.81,Verified,0.0,VA,f,719.0,25739.0,11304730,15.0,2.0,1,289267.2
2014-01-01,A3, 36 months,MORTGAGE,775.0,18.0,0.0,22.0,35000.0,7.62,14.13,debt_consolidation,2.0,6000.0,Individual,186.97,Source Verified,0.0,IL,w,779.0,7605.0,11274775,13.0,8.0,1,213148.8
2014-01-01,A3, 36 months,MORTGAGE,705.0,38.0,0.0,79.3,112000.0,7.62,22.89,credit_card,5.0,19225.0,Individual,599.08,Not Verified,0.0,MI,w,709.0,32751.0,11254884,11.0,11.0,1,531360.0
2014-01-01,A3, 36 months,MORTGAGE,735.0,31.0,0.0,36.0,60000.0,7.62,27.52,debt_consolidation,3.0,12000.0,Individual,373.94,Source Verified,0.0,MA,f,739.0,3926.0,11234687,13.0,6.0,1,510192.0
2014-01-01,C4, 60 months,MORTGAGE,675.0,25.0,0.0,83.2,100000.0,15.61,6.19,credit_card,3.0,18000.0,Individual,434.01,Verified,0.0,NY,w,679.0,10062.0,11234817,13.0,11.0,1,423446.4
2014-01-01,A1, 36 months,RENT,740.0,29.0,0.0,31.9,59000.0,6.03,14.65,credit_card,0.0,5000.0,Individual,152.18,Not Verified,0.0,PA,f,744.0,4718.0,11274880,8.0,0.0,1,623376.0
2014-01-01,C2, 60 months,MORTGAGE,700.0,32.0,1.0,60.4,39500.0,14.47,29.69,credit_card,4.0,12000.0,Individual,282.16,Source Verified,0.0,MO,w,704.0,17322.0,10874571,13.0,11.0,1,549676.8
2014-01-01,C4, 60 months,MORTGAGE,700.0,29.0,0.0,77.9,73400.0,15.61,17.21,debt_consolidation,1.0,23000.0,Individual,554.57,Source Verified,0.0,NV,f,704.0,23044.0,11294914,9.0,7.0,1,315619.2
2014-01-01,D5, 36 months,MORTGAGE,670.0,20.0,0.0,62.1,211000.0,19.97,19.49,debt_consolidation,3.0,35000.0,Individual,1300.2,Verified,0.0,PA,f,674.0,28514.0,11154616,16.0,11.0,1,391910.4
2014-01-01,C2, 60 months,MORTGAGE,675.0,33.0,0.0,78.4,60000.0,14.47,10.56,debt_consolidation,1.0,12000.0,Individual,282.16,Verified,0.0,IL,f,679.0,23133.0,11304886,11.0,11.0,0,578620.8
2014-01-01,B5, 36 months,RENT,685.0,23.0,1.0,35.0,41117.0,13.53,16.55,debt_consolidation,2.0,10000.0,Individual,339.5,Not Verified,1.0,FL,w,689.0,6181.0,11214882,5.0,4.0,1,652320.0
2014-01-01,C5, 36 months,MORTGAGE,690.0,37.0,0.0,98.9,102000.0,16.24,20.61,other,14.0,31000.0,Individual,1093.55,Verified,0.0,MD,f,694.0,14838.0,11234879,7.0,11.0,1,402451.2
2014-01-01,B3, 36 months,MORTGAGE,710.0,33.0,0.0,44.1,80000.0,11.99,20.85,credit_card,4.0,12000.0,Individual,398.52,Source Verified,0.0,LA,w,714.0,23801.0,10607868,17.0,8.0,1,907372.8
2014-01-01,B1, 36 months,MORTGAGE,675.0,37.0,0.0,44.9,100000.0,9.67,3.77,credit_card,4.0,10000.0,Individual,321.13,Source Verified,0.0,FL,w,679.0,12792.0,10835179,10.0,11.0,1,786240.0
2014-01-01,B5, 36 months,MORTGAGE,700.0,23.0,0.0,33.8,25000.0,13.53,22.28,debt_consolidation,2.0,7000.0,Individual,237.65,Verified,0.0,MI,f,704.0,4835.0,10161590,10.0,2.0,1,581299.2
2014-01-01,C5, 60 months,MORTGAGE,690.0,19.0,0.0,68.7,125000.0,16.24,18.45,credit_card,2.0,21000.0,Individual,513.37,Source Verified,0.0,IL,f,694.0,109571.0,11264795,12.0,11.0,1,902102.4
2014-01-01,B4, 36 months,RENT,665.0,13.0,0.0,69.8,40000.0,12.85,7.56,debt_consolidation,1.0,5200.0,Individual,174.84,Not Verified,0.0,CA,w,669.0,5233.0,11284833,7.0,1.0,1,510192.0
2014-01-01,C2, 36 months,RENT,665.0,14.0,1.0,84.9,80000.0,14.47,8.4,debt_consolidation,0.0,14000.0,Individual,481.69,Source Verified,0.0,NJ,f,669.0,6280.0,11294895,12.0,1.0,1,391910.4
2014-01-01,A1, 36 months,RENT,730.0,43.0,0.0,33.3,60000.0,6.03,16.86,debt_consolidation,0.0,10000.0,Individual,304.36,Verified,0.0,WV,w,734.0,9547.0,11304823,17.0,2.0,1,273628.8
2014-01-01,B2, 36 months,RENT,660.0,17.0,2.0,65.4,55000.0,10.99,11.17,credit_card,4.0,8000.0,Individual,261.88,Verified,2.0,UT,w,664.0,3271.0,11314786,5.0,0.0,1,533779.2
2014-01-01,B2, 36 months,MORTGAGE,710.0,27.0,0.0,43.5,60000.0,10.99,15.04,credit_card,4.0,29975.0,Individual,981.21,Verified,0.0,MN,f,714.0,35398.0,10954854,12.0,7.0,1,342057.6
2014-01-01,B3, 36 months,RENT,665.0,30.0,1.0,74.0,60000.0,11.99,6.76,credit_card,6.0,10000.0,Individual,332.1,Not Verified,1.0,CA,f,669.0,6122.0,11304900,5.0,11.0,1,1199232.0
2014-01-01,C2, 36 months,RENT,665.0,8.0,0.0,51.8,26000.0,14.47,22.99,debt_consolidation,0.0,9875.0,Individual,339.77,Not Verified,0.0,FL,f,669.0,6160.0,10794681,6.0,6.0,1,192067.2
2014-01-01,A4, 36 months,OWN,720.0,33.0,0.0,50.3,48000.0,7.9,23.66,debt_consolidation,0.0,12000.0,Individual,375.49,Not Verified,0.0,NY,f,724.0,21255.0,11234760,8.0,1.0,1,531360.0
2014-01-01,B5, 36 months,RENT,715.0,8.0,0.0,13.4,30000.0,13.53,3.27,debt_consolidation,0.0,8400.0,Individual,285.18,Not Verified,0.0,CO,f,719.0,6401.0,11084843,7.0,2.0,1,839030.4
2014-01-01,D2, 36 months,MORTGAGE,685.0,53.0,0.0,68.0,120000.0,17.57,30.36,debt_consolidation,2.0,35000.0,Individual,1257.8,Source Verified,0.0,TX,f,689.0,45043.0,11214603,41.0,11.0,1,573350.4
2014-01-01,B2, 36 months,MORTGAGE,705.0,18.0,1.0,41.8,68000.0,10.99,11.37,debt_consolidation,3.0,10000.0,Individual,327.34,Not Verified,1.0,CO,f,709.0,3892.0,11214597,12.0,5.0,1,576028.8
2014-01-01,A4, 36 months,MORTGAGE,710.0,11.0,0.0,78.0,52000.0,7.9,11.19,credit_card,1.0,13500.0,Individual,422.42,Verified,0.0,TX,w,714.0,14344.0,11314623,6.0,2.0,1,376012.8
2014-01-01,A2, 36 months,MORTGAGE,730.0,18.0,0.0,46.2,75000.0,6.62,10.61,debt_consolidation,3.0,12000.0,Individual,368.45,Not Verified,0.0,GA,f,734.0,23865.0,11234618,8.0,1.0,1,423446.4
2014-01-01,D2, 60 months,MORTGAGE,690.0,34.0,0.0,55.9,99241.0,17.57,10.91,debt_consolidation,6.0,20000.0,Individual,503.21,Verified,0.0,OH,f,694.0,29585.0,11314684,12.0,11.0,1,402451.2
2014-01-01,A4, 36 months,RENT,695.0,33.0,0.0,54.8,110000.0,7.9,13.83,debt_consolidation,1.0,12000.0,Individual,375.49,Verified,0.0,MA,f,699.0,11499.0,11254637,11.0,4.0,1,539136.0
2014-01-01,D2, 60 months,MORTGAGE,670.0,25.0,2.0,78.4,65000.0,17.57,16.16,debt_consolidation,2.0,12000.0,Individual,301.93,Verified,2.0,CA,f,674.0,8074.0,11234610,11.0,4.0,1,349833.6
2014-01-01,D4, 60 months,MORTGAGE,665.0,26.0,0.0,87.5,117000.0,19.22,7.37,debt_consolidation,5.0,15000.0,Individual,390.93,Verified,0.0,CA,w,669.0,10146.0,11264587,8.0,11.0,1,562896.0
2014-01-01,B4, 36 months,OWN,680.0,50.0,0.0,92.7,106000.0,12.85,8.89,debt_consolidation,4.0,35000.0,Individual,1176.77,Verified,0.0,TX,w,684.0,16875.0,11284643,19.0,8.0,0,573350.4
2014-01-01,B3, 36 months,MORTGAGE,685.0,44.0,1.0,32.9,60036.0,11.99,28.46,debt_consolidation,5.0,16750.0,Individual,556.26,Verified,1.0,AR,w,689.0,9785.0,10179544,16.0,11.0,1,433987.2
2014-01-01,C3, 36 months,RENT,685.0,39.0,2.0,56.7,63900.0,14.98,28.79,debt_consolidation,0.0,25525.0,Individual,884.59,Source Verified,0.0,OR,f,689.0,3460.0,11204697,15.0,11.0,1,478656.0
2014-01-01,C5, 36 months,MORTGAGE,675.0,50.0,0.0,68.7,102000.0,16.24,23.35,credit_card,5.0,21000.0,Individual,740.79,Verified,0.0,PA,f,679.0,28736.0,11314635,26.0,11.0,1,518140.8
2014-01-01,B1, 36 months,MORTGAGE,735.0,18.0,0.0,54.6,140000.0,9.67,12.33,credit_card,4.0,18000.0,Individual,578.03,Not Verified,0.0,VA,w,739.0,26580.0,9856494,12.0,1.0,1,670636.8
2014-01-01,B5, 36 months,MORTGAGE,690.0,19.0,0.0,77.8,52000.0,13.53,28.94,debt_consolidation,1.0,8350.0,Individual,283.49,Verified,0.0,CA,w,694.0,7004.0,10615105,12.0,7.0,1,418176.0
2014-01-01,B5, 36 months,MORTGAGE,735.0,24.0,1.0,36.7,88183.93,13.53,21.31,debt_consolidation,3.0,15125.0,Individual,513.5,Not Verified,1.0,CO,f,739.0,7751.0,11274610,13.0,11.0,1,355104.0
2014-01-01,C5, 60 months,RENT,690.0,18.0,0.0,49.1,60000.0,16.24,22.2,debt_consolidation,0.0,10150.0,Individual,248.13,Source Verified,0.0,MD,f,694.0,5892.0,11214772,13.0,11.0,1,383961.6
2014-01-01,B4, 60 months,RENT,720.0,17.0,0.0,47.3,72500.0,12.85,22.56,debt_consolidation,3.0,20000.0,Individual,453.53,Verified,0.0,CA,f,724.0,16079.0,11294632,7.0,11.0,1,544406.4
2014-01-01,C2, 36 months,RENT,680.0,31.0,0.0,44.1,120000.0,14.47,18.95,debt_consolidation,3.0,20000.0,Individual,688.13,Verified,0.0,TX,f,684.0,13576.0,11334603,11.0,11.0,1,507600.0
2014-01-01,D4, 60 months,OWN,695.0,21.0,0.0,86.9,27600.0,19.22,24.3,credit_card,1.0,12075.0,Individual,314.7,Verified,0.0,WI,w,699.0,17985.0,10071978,10.0,0.0,0,541728.0
2014-01-01,A4, 36 months,MORTGAGE,750.0,31.0,0.0,70.6,80000.0,7.9,22.59,debt_consolidation,6.0,29000.0,Individual,907.42,Source Verified,0.0,NY,w,754.0,22961.0,11244711,7.0,11.0,1,583977.6
2014-01-01,B3, 36 months,MORTGAGE,695.0,26.0,0.0,60.8,110000.0,11.99,18.49,debt_consolidation,6.0,14000.0,Individual,464.94,Not Verified,0.0,FL,f,699.0,34995.0,10874645,14.0,11.0,1,463017.6
2014-01-01,B5, 36 months,RENT,765.0,62.0,0.0,19.8,21000.0,13.53,10.69,debt_consolidation,1.0,8200.0,Individual,278.39,Verified,0.0,FL,f,769.0,8083.0,10096898,15.0,0.0,0,515462.4
2014-01-01,C1, 36 months,MORTGAGE,670.0,41.0,0.0,45.1,96000.0,13.98,6.49,debt_consolidation,2.0,9750.0,Individual,333.14,Not Verified,0.0,TX,f,674.0,9750.0,11244726,18.0,4.0,1,604886.4
2014-01-01,C4, 60 months,MORTGAGE,665.0,21.0,0.0,88.0,110000.0,15.61,18.72,debt_consolidation,3.0,14000.0,Individual,337.56,Source Verified,0.0,OH,f,669.0,24822.0,11234754,11.0,11.0,1,639100.8
2014-01-01,B1, 36 months,RENT,695.0,63.0,0.0,54.6,60000.0,9.67,20.0,debt_consolidation,2.0,13000.0,Individual,417.47,Verified,0.0,CA,f,699.0,22182.0,10599051,34.0,5.0,1,583977.6
2014-01-01,C2, 36 months,MORTGAGE,700.0,44.0,0.0,51.7,57000.0,14.47,32.65,debt_consolidation,5.0,12525.0,Individual,430.94,Verified,0.0,PA,w,704.0,21401.0,10756725,15.0,11.0,1,439171.2
2014-01-01,A5, 36 months,RENT,715.0,21.0,0.0,50.2,140000.0,8.9,10.55,credit_card,0.0,24900.0,Individual,790.66,Verified,0.0,CA,w,719.0,27268.0,10604916,11.0,9.0,1,607564.8
2014-01-01,C2, 36 months,RENT,690.0,21.0,0.0,42.2,45000.0,14.47,15.2,other,0.0,16150.0,Individual,555.67,Not Verified,0.0,TX,w,694.0,6971.0,11264606,14.0,1.0,1,220924.8
2014-01-01,A5, 36 months,MORTGAGE,725.0,37.0,0.0,46.9,100000.0,8.9,26.35,credit_card,6.0,10000.0,Individual,317.54,Source Verified,0.0,UT,w,729.0,73803.0,11284672,16.0,3.0,1,802137.6
2014-01-01,E1, 36 months,MORTGAGE,660.0,33.0,0.0,80.6,36000.0,20.5,19.07,other,1.0,2000.0,Individual,74.84,Verified,0.0,HI,w,664.0,9272.0,11024927,8.0,4.0,1,533779.2
2014-01-01,C4, 36 months,OWN,675.0,12.0,0.0,37.0,32994.0,15.61,9.95,car,0.0,5000.0,Individual,174.83,Verified,0.0,TX,f,679.0,4143.0,11274598,8.0,9.0,1,696988.8
2014-01-01,C3, 60 months,MORTGAGE,665.0,17.0,1.0,88.3,65000.0,14.98,23.52,debt_consolidation,2.0,14400.0,Individual,342.43,Verified,1.0,TX,f,669.0,7327.0,10545493,9.0,11.0,1,468288.0
2014-01-01,E2, 36 months,RENT,700.0,33.0,0.0,21.8,32000.0,21.48,22.84,moving,0.0,2000.0,Individual,75.85,Source Verified,0.0,NJ,f,704.0,3376.0,10616952,17.0,0.0,1,883612.8
2014-01-01,B4, 36 months,MORTGAGE,680.0,22.0,1.0,55.4,43000.0,12.85,22.08,credit_card,0.0,15000.0,Individual,504.33,Not Verified,1.0,IL,w,684.0,12686.0,11335041,10.0,5.0,1,363052.8
2014-01-01,C5, 36 months,RENT,660.0,26.0,0.0,45.7,60000.0,16.24,21.74,credit_card,2.0,10000.0,Individual,352.76,Verified,0.0,PA,f,664.0,3612.0,11305091,8.0,11.0,1,607564.8
2014-01-01,A5, 36 months,RENT,705.0,14.0,0.0,53.0,48000.0,8.9,21.58,debt_consolidation,0.0,15000.0,Individual,476.3,Not Verified,0.0,CA,f,709.0,4239.0,11335044,6.0,11.0,1,473385.6
2014-01-01,B4, 36 months,MORTGAGE,670.0,24.0,1.0,81.3,57143.0,12.85,23.71,credit_card,5.0,9450.0,Individual,317.73,Verified,1.0,TN,w,674.0,2844.0,11215016,5.0,3.0,1,423446.4
2014-01-01,C3, 36 months,OWN,680.0,28.0,0.0,61.1,75000.0,14.98,24.91,debt_consolidation,3.0,10000.0,Individual,346.56,Source Verified,0.0,CA,f,684.0,5070.0,11324998,10.0,2.0,1,528681.6
2014-01-01,B2, 36 months,MORTGAGE,695.0,30.0,0.0,50.1,44000.0,10.99,13.28,credit_card,1.0,6000.0,Individual,196.41,Not Verified,0.0,IL,f,699.0,5767.0,11334882,10.0,7.0,1,381369.6
2014-01-01,D1, 36 months,RENT,710.0,11.0,0.0,56.2,48000.0,16.99,26.33,major_purchase,0.0,5000.0,Individual,178.24,Source Verified,0.0,CA,f,714.0,2868.0,11305026,9.0,11.0,0,105235.2
2014-01-01,A1, 36 months,MORTGAGE,730.0,17.0,0.0,47.1,74500.0,6.03,11.71,major_purchase,1.0,9500.0,Individual,289.14,Not Verified,0.0,NJ,w,734.0,6365.0,11254978,9.0,1.0,1,202608.0
2014-01-01,C3, 60 months,MORTGAGE,660.0,44.0,0.0,81.2,107000.0,14.98,25.41,home_improvement,4.0,16000.0,Individual,380.48,Source Verified,0.0,VA,f,664.0,29620.0,11304860,25.0,4.0,0,570758.4
2014-01-01,F4, 60 months,MORTGAGE,665.0,18.0,0.0,91.3,80600.0,24.99,8.23,debt_consolidation,3.0,24000.0,Individual,704.3,Source Verified,0.0,MA,w,669.0,19270.0,11334954,12.0,2.0,0,420768.0
2014-01-01,C1, 36 months,RENT,690.0,12.0,0.0,68.0,14344.8,13.98,32.38,credit_card,0.0,6000.0,Individual,205.01,Verified,0.0,MO,w,694.0,6802.0,11324983,11.0,0.0,1,423446.4
2014-01-01,B1, 36 months,MORTGAGE,690.0,24.0,0.0,77.1,57500.0,9.67,19.6,credit_card,1.0,16000.0,Individual,513.8,Source Verified,0.0,CA,w,694.0,19975.0,11274954,20.0,6.0,1,452390.4
2014-01-01,D1, 36 months,RENT,685.0,25.0,0.0,64.4,33000.0,16.99,29.27,debt_consolidation,0.0,8000.0,Individual,285.19,Not Verified,0.0,AZ,w,689.0,7535.0,11334924,10.0,7.0,1,560217.6
2014-01-01,C3, 36 months,MORTGAGE,690.0,33.0,0.0,67.1,65000.0,14.98,10.23,debt_consolidation,6.0,7000.0,Individual,242.59,Not Verified,0.0,UT,f,694.0,9331.0,11264892,11.0,7.0,1,568080.0
2014-01-01,A4, 36 months,MORTGAGE,665.0,43.0,2.0,50.9,55000.0,7.9,29.0,credit_card,5.0,10000.0,Individual,312.91,Verified,0.0,AL,f,669.0,4992.0,11255082,11.0,11.0,1,954720.0
2014-01-01,C3, 36 months,MORTGAGE,735.0,15.0,0.0,61.5,85000.0,14.98,16.36,debt_consolidation,2.0,35000.0,Individual,1212.95,Source Verified,0.0,CA,f,739.0,48805.0,11314991,11.0,11.0,1,526089.6
2014-01-01,C5, 36 months,RENT,660.0,38.0,1.0,49.3,40000.0,16.24,6.33,debt_consolidation,0.0,7000.0,Individual,246.93,Verified,1.0,OR,w,664.0,4044.0,11325071,9.0,11.0,1,339379.2
